星官,Bayer 編號,DEJ2000 (度),Flamsteed,HIP,RAJ2000 (度),Star 1,Star 2,Vmag (視星等),序號,星點,英文星名
軍市,π CMa,-20.136497,19 CMa,33302,103.905962,"19,π CMa大犬","19,π CMa",4.659999847,2723,軍市增六,
天津,,49.383367,43 Cyg,100859,306.759448,43 Cyg天鵝,43 Cyg,5.730000019,1418,天津增卅六,
伐,c Ori,-4.838358,42 Ori,26237,83.846517,"42,c Ori獵戶","42,c Ori",4.58,2552,伐一,
卷舌,,34.566725,54 Per,20252,65.10266,54 Per英仙,54 Per,4.929999828,2221,卷舌增三,
天市右垣,,13.789078,,77412,237.055443,,,5.980000019,641,周增十六,
左旗,,24.671102,24 Vul,99951,304.196191,24 Vul狐狸,24 Vul,5.300000191,1285,左旗增廿一,
輦道,φ Cyg,30.153321,12 Cyg,96683,294.84419,"12,φ Cyg天鵝","12,φ Cyg",4.679999828,1323,輦道增六,
土公,,8.240154,36 Psc,1319,4.141836,36 Psc雙魚,36 Psc,6.119999886,1844,土公增四,
斗,,10.080439,46 Ser,79047,242.023813,46 Ser巨蛇,46 Ser,6.739999771,547,斗增三,
天田,,-27.619333,,104750,318.322218,,,5.41,1331,天田一,
鶴,μ1 Gru,-41.346701,,109908,333.903836,μ1 Gru天鶴,μ1 Gru,4.79,3190,鶴十二,
斗宿,φ Sgr,-26.990778,27 Sgr,92041,281.41411,"27,φ Sgr人馬","27,φ Sgr",3.17,1104,斗宿一,
右旗,,-3.182062,,95909,292.572907,,,8.479999542,1252,右旗增九,
天弁,,-0.961693,5 Aql,92117,281.619143,5 Aql天鷹,5 Aql,5.889999866,1136,天弁增一,
雷電,,16.335719,76 Peg,116972,355.682761,76 Peg飛馬,76 Peg,6.300000191,1728,雷電增八,
羽林軍,,-24.762661,49 Aqr,110529,335.878536,49 Aqr寶瓶,49 Aqr,5.53,1755,羽林軍五,
軒轅,,38.452215,,44700,136.632362,,,4.56,2945,軒轅二,
南河,,2.334571,,39311,120.566404,,,4.389999866,2687,南河增八,
弧矢,δ CMa,-26.3932,25 CMa,34444,107.097851,"25,δ CMa大犬","25,δ CMa",1.83,2749,弧矢一,Wezen
車府,DD Lac,40.225449,12 Lac,112031,340.369379,"12,DD Lac蠍虎","12,DD Lac",5.25,1605,車府增十二,
天大將軍,ξ And,45.528778,46 And,6411,20.585083,"46,ξ And仙女","46,ξ And",4.869999886,2014,天大將軍增一,
左旗,ζ Sge,19.142042,8 Sge,97496,297.244416,"8,ζ Sge天箭","8,ζ Sge",5.01,1259,左旗四,
北斗,,52.921208,82 UMa,66634,204.876867,82 UMa大熊,82 UMa,5.460000038,172,開陽增二,
內屏,ο Vir,8.732985,9 Vir,58948,181.302248,"9,ο Vir室女","9,ο Vir",4.12,387,內屏四,
水府,,12.551067,73 Ori,29736,93.937351,73 Ori獵戶,73 Ori,5.440000057,2623,水府增六,
壁宿,,13.916805,37 Psc,1340,4.190248,37 Psc雙魚,37 Psc,7.460000038,1822,壁宿增十一,
斛,m Her,4.219789,37 Her,81641,250.161195,"37,m Her武仙","37,m Her",5.769999981,565,斛增六,
虛梁,,-4.810095,,113345,344.321648,,,6.31,1552,虛梁四,
九斿,,-22.795052,1 Lep,23474,75.687431,1 Lep天兔,1 Lep,5.74,2446,九斿九,
鱉,δ CrA,-40.496703,,94005,287.087374,δ CrA南冕,δ CrA,4.57,1189,鱉四,
天潢,σ Aur,37.385346,21 Aur,25292,81.163091,"21,σ Aur御夫","21,σ Aur",5.02,2381,天潢四,
壘壁陣,ι Aqr,-13.869679,33 Aqr,109139,331.60929,"33,ι Aqr寶瓶","33,ι Aqr",4.29,1735,壘壁陣五,
敗瓜,,6.008209,13 Del,102633,311.951389,13 Del海豚,13 Del,5.570000172,1360,敗瓜增三,
天淵,β2 Sgr,-44.799778,,95294,290.804737,β2 Sgr人馬,β2 Sgr,4.27,1179,天淵一,
柱,ψ Cen,-37.885295,,70090,215.139298,ψ Cen半人馬,ψ Cen,4.05,860,柱六,
折威,σ Lib,-25.281965,20 Lib,73714,226.017565,"20,σ Lib天秤","20,σ Lib",3.25,915,折威七,
臼,,25.543522,,109276,332.071829,,,6.079999924,1584,臼增六,
鱉,κ2 CrA,-38.725986,,90968,278.346387,κ2 CrA南冕,κ2 CrA,5.67,1195,鱉十,
帛度,,20.833632,96 Her,88331,270.596036,96 Her武仙,96 Her,5.25,601,帛度增一,
月,A2 Tau,22.008905,39 Tau,19076,61.334409,"39,A2 Tau金牛","39,A2 Tau",5.900000095,2212,月增一,
外廚,,-3.75124,1 Hya,41211,126.145894,1 Hya長蛇,1 Hya,5.610000134,2841,外廚增二,
霹靂,A Psc,2.127883,5 Psc,114273,347.170506,"5,A Psc雙魚","5,A Psc",5.420000076,1859,霹靂增三,
宗人,,1.305076,68 Oph,88290,270.438327,68 Oph蛇夫,68 Oph,4.42,591,宗人三,
外廚,,-15.788221,20 PuP,40259,123.3332,20 PuP船尾,20 PuP,4.989999771,2852,外廚增十三,
角宿,,-10.370382,56 Vir,64625,198.687976,56 Vir室女,56 Vir,6.949999809,797,角宿增十三,
軒轅,α Lyn,34.392562,40 Lyn,45860,140.263755,"40,α Lyn天貓","40,α Lyn",3.14,2947,軒轅四,
太陽守,,46.834209,60 UMa,56789,174.639637,60 UMa大熊,60 UMa,6.09,200,太陽守增一,
斗,,9.891743,45 Ser,79007,241.906411,45 Ser巨蛇,45 Ser,5.630000114,548,斗增四,
柳宿,,5.680588,10 Hya,42931,131.255336,10 Hya長蛇,10 Hya,6.130000114,2886,柳宿增一,
三角形,κ2 Aps,-73.446685,,76750,235.088887,κ2 Aps天燕,κ2 Aps,5.639999866,3125,三角形增四,
傳舍,,59.155507,,19018,61.113173,,,5,321,傳舍增四,
弧矢,,-23.840722,,34360,106.844114,,,5.75,2782,弧矢增廿五,
柳宿,,8.86631,,40617,124.381882,,,6.28000021,2896,柳宿增十一,
天市左垣,ζ Ser,-3.690269,57 Ser,88175,270.120877,"57,ζ Ser巨蛇","57,ζ Ser",4.619999886,705,東海增一,
軒轅,,15.70439,,49850,152.678871,,,7.949999809,2994,軒轅增卅四,
參旗,i Ori,8.498429,14 Ori,23879,76.970391,"14,i Ori獵戶","14,i Ori",5.329999924,2435,參旗增十,
天籥,,-21.683194,58 Oph,86736,265.857473,58 Oph蛇夫,58 Oph,4.86,1117,天籥三,
奎宿,,29.506067,,7948,25.524684,,,7.53000021,1907,奎宿增十二,
雷電,,14.480088,,115481,350.899041,,,10.30000019,1726,雷電增六,
太微右垣,β Vir,1.764718,5 Vir,57757,177.673827,"5,β Vir室女","5,β Vir",3.59,394,一 右執法,Zavijava
天苑,π Eri,-12.101589,26 Eri,17593,56.535565,"26,π Eri波江","26,π Eri",4.43,2254,天苑二,
座旗,,49.672463,22 Lyn,36439,112.483151,22 Lyn天貓,22 Lyn,5.349999905,2504,座旗增十,
天船,,53.473021,2 Cam,21730,69.991953,2 Cam鹿豹,2 Cam,5.360000134,2146,天船增八,
左旗,,27.814243,23 Vul,99874,303.942228,23 Vul狐狸,23 Vul,4.5,1276,左旗增十二,
車府,,39.634331,8 Lac,111546,338.967855,8 Lac蠍虎,8 Lac,5.730000019,1603,車府增十,
火鳥,κ Phe,-43.67983,,2072,6.550841,κ Phe鳳凰,κ Phe,3.93,3197,火鳥五,
瓠瓜,,13.721536,17 Del,103294,313.902875,17 Del海豚,17 Del,5.190000057,1373,瓠瓜增八,
離瑜,,-33.944623,6 PsA,106340,323.060712,6 PsA南魚,6 PsA,5.96999979,1501,離瑜增三,
梗河,ψ Boo,26.947649,43 Boo,73745,226.111424,"43,ψ Boo牧夫","43,ψ Boo",4.519999981,973,梗河增一,
九州殊口,,-5.054135,29 Eri,18122,58.128573,29 Eri波江,29 Eri,6.739999771,2408,九州殊口增三,
亢宿,υ Vir,-2.265518,102 Vir,70012,214.885332,"102,υ Vir室女","102,υ Vir",5.139999866,889,亢宿增十二,
危宿,,12.751062,,108127,328.591807,,,6.610000134,1536,危宿增十二,
天市右垣,δ Oph,-3.694323,1 Oph,79593,243.586414,"1,δ Oph蛇夫","1,δ Oph",2.73,617,九 梁,Yed Prior
臼,,21.949703,,109846,333.706318,,,8.989999771,1586,臼增八,
右旗,ι Aql,-1.286601,41 Aql,96468,294.180324,"41,ι Aql天鷹","41,ι Aql",4.360000134,1249,右旗增六,
五帝內座,,80.698681,,19461,62.511433,,,5.1,84,五帝內座五,
天津,,30.719715,52 Cyg,102453,311.41564,52 Cyg天鵝,52 Cyg,4.21999979,1401,天津增十九,
六甲,,73.946674,,24254,78.093577,,,5.440000057,79,六甲增一,
天津,,34.374123,,102571,311.794801,,,4.929999828,1422,天津增四十,
河鼓,π Aql,11.815896,52 Aql,97473,297.17524,"52,π Aql天鷹","52,π Aql",5.75,1229,河鼓增四,
傳舍,,55.451808,,16292,52.500765,,,5.09,317,傳舍九,
天門,,-18.826406,54 Vir,64520,198.361815,54 Vir室女,54 Vir,6.260000229,829,天門增三,
糠,d Oph,-29.867033,45 Oph,85423,261.83864,"45,d Oph蛇夫","45,d Oph",4.28,1098,糠,
諸王,,24.567535,132 Tau,27468,87.25403,132 Tau金牛,132 Tau,4.880000114,2341,諸王增四,
酒旗,h Leo,9.715767,6 Leo,46774,142.989906,"6,h Leo獅子","6,h Leo",5.070000172,2905,酒旗增四,
建,ρ1 Sgr,-17.847197,44 Sgr,95168,290.418162,"44,ρ1 Sgr人馬","44,ρ1 Sgr",3.92,1146,建五,
天市左垣,η Ser,-2.898825,58 Ser,89962,275.327503,"58,η Ser巨蛇","58,η Ser",3.23,659,八 東海,
天苑,τ5 Eri,-21.632883,19 Eri,16611,53.446984,"19,τ5 Eri波江","19,τ5 Eri",4.26,2264,天苑十二,
弧矢,,-12.675313,,37951,116.686307,,,6.389999866,2786,弧矢增廿九,
天棓,ι Her,46.006332,85 Her,86414,264.866193,"85,ι Her武仙","85,ι Her",3.82,334,天棓五,
策,γ Cas,60.71674,27 Cas,4427,14.177216,"27,γ Cas仙后","27,γ Cas",2.15,1938,策,
天江,,-25.698001,28 Oph,83508,256.00339,28 Oph蛇夫,28 Oph,6.659999847,1085,天江增十,
天壘城,,-11.697845,50 Cap,107527,326.675385,50 Cap摩羯,50 Cap,6.99,1506,天壘城五,
天門,,-17.735274,63 Vir,65301,200.754644,63 Vir室女,63 Vir,5.360000134,831,天門增五,
龜,η Ara,-59.041378,,82363,252.446485,η Ara天壇,η Ara,3.77,1092,龜四,
左更,,17.734755,44 Ari,13579,43.729996,44 Ari白羊,44 Ari,7.010000229,2048,左更增三,
騎官,α Lup,-47.3882,,71860,220.482315,α Lup豺狼,α Lup,2.3,1001,騎官十,
斗宿,,-20.72827,15 Sgr,89439,273.80378,15 Sgr人馬,15 Sgr,5.289999962,1111,斗宿增二,
天囷,,-1.825429,63 Cet,10234,32.899312,63 Cet鯨魚,63 Cet,5.94,2169,天囷十二,
霹靂,,7.070972,26 Psc,117927,358.782467,26 Psc雙魚,26 Psc,6.21999979,1864,霹靂增八,
張宿,μ Hya,-16.83629,42 Hya,51069,156.522611,"42,μ Hya長蛇","42,μ Hya",3.83,3037,張宿三,
宗,,18.181519,111 Her,92161,281.755307,111 Her武仙,111 Her,4.34,598,宗二,
扶筐,,55.658302,49 Dra,93340,285.181062,49 Dra天龍,49 Dra,5.51,1439,扶筐六,
天大將軍,,48.955463,,10830,34.844491,,,6.440000057,2027,天大將軍增十四,
螣蛇,,46.387231,4 And,114200,346.913615,4 And仙女,4 And,5.300000191,1699,螣蛇增四,
牛宿,,-12.337119,3 Cap,99918,304.095023,3 Cap摩羯,3 Cap,6.300000191,1207,牛宿增五,
九斿,ω Eri,-5.452695,61 Eri,22701,73.223624,"61,ω Eri波江","61,ω Eri",4.36,2440,九斿三,
牛宿,σ Cap,-19.118533,7 Cap,100195,304.848351,"7,σ Cap摩羯","7,σ Cap",5.28000021,1210,牛宿增八,
卷舌,ν Per,42.578549,41 Per,17529,56.298466,"41,ν Per英仙","41,ν Per",3.77,2213,卷舌一,
參旗,,15.404105,11 Ori,23607,76.14229,11 Ori獵戶,11 Ori,4.650000095,2429,參旗增四,
右更,π Psc,12.141535,102 Psc,7535,24.274653,"102,π Psc雙魚","102,π Psc",5.54,2033,右更三,
人,,19.804508,1 Peg,105502,320.521665,1 Peg飛馬,1 Peg,4.08,1563,人二,
婁宿,,25.704553,11 Ari,9859,31.705146,11 Ari白羊,11 Ari,6.010000229,1995,婁宿增八,
梗河,σ Boo,29.74513,28 Boo,71284,218.670071,"28,σ Boo牧夫","28,σ Boo",4.47,971,梗河二,
天乙,i Dra,64.723272,10 Dra,67627,207.858082,"10,i Dra天龍","10,i Dra",4.58,144,天乙,
座旗,,49.211527,21 Lyn,36145,111.678547,21 Lyn天貓,21 Lyn,4.610000134,2503,座旗增九,
司命,,-0.390562,24 Aqr,106758,324.390665,24 Aqr寶瓶,24 Aqr,6.22,1473,司命一,
五諸侯,,17.089536,25 Com,61571,189.243051,25 Com后髮,25 Com,5.699999809,365,五諸侯增四,
土公,,8.956824,31 Psc,186,0.600696,31 Psc雙魚,31 Psc,6.329999924,1841,土公增一,
螣蛇,,57.489037,,106886,324.740077,,,5.74,1680,螣蛇七,
螣蛇,,46.072272,22 And,841,2.580191,22 And仙女,22 And,5.010000229,1706,螣蛇增十一,
青丘,,-31.087226,,56332,173.225544,,,5.13,3090,青丘四,
天紀,,37.394079,25 Her,80460,246.350699,25 Her武仙,25 Her,5.53000021,721,天紀增二,
鳥喙,η Tuc,-64.298231,,118121,359.396158,η Tuc杜鵑,η Tuc,5,3178,鳥喙增一,
車府,,43.123376,6 Lac,111104,337.621917,6 Lac蠍虎,6 Lac,4.519999981,1602,車府增九,
九斿,,-0.044011,45 Eri,21139,67.969447,45 Eri波江,45 Eri,4.909999847,2448,九斿增二,
哭,,-14.74937,45 Cap,107302,326.004022,45 Cap摩羯,45 Cap,5.960000038,1490,哭增三,
司怪,,22.899701,,28455,90.117888,,,7.039999962,2480,司怪增一,
天囷,,0.401662,10 Tau,16852,54.218263,10 Tau金牛,10 Tau,4.289999962,2185,天囷增十五,
壁宿,φ Peg,19.120287,81 Peg,117718,358.122034,"81,φ Peg飛馬","81,φ Peg",5.059999943,1820,壁宿增九,
離瑜,,-34.490585,,104746,318.311111,,,9.25,1496,離瑜一*,
西咸,,-8.779087,,78633,240.790319,,,9.630000114,1030,西咸增二,
天江,ξ Oph,-21.112933,40 Oph,84893,260.251559,"40,ξ Oph蛇夫","40,ξ Oph",4.389999866,1082,天江增七,
天記,λ Vel,-43.432589,,44816,136.998994,λ Vel船帆,λ Vel,2.23,2857,天記,Suhail
壁宿,,16.250871,40 Psc,1595,4.984482,40 Psc雙魚,40 Psc,6.599999905,1827,壁宿增十六,
諸王,,24.08892,95 Tau,21961,70.807323,95 Tau金牛,95 Tau,6.179999828,2338,諸王增一,
羽林軍,,-18.519592,35 Aqr,109332,332.245795,35 Aqr寶瓶,35 Aqr,5.8,1752,羽林軍二,
螣蛇,τ Cas,58.651989,5 Cas,117301,356.764395,"5,τ Cas仙后","5,τ Cas",4.88,1686,螣蛇十三,
房宿,δ Sco,-22.62171,7 Sco,78401,240.083359,"7,δ Sco天蠍","7,δ Sco",2.29,1008,房宿三,Dschubba
閣道,θ Cas,55.149901,33 Cas,5542,17.775675,"33,θ Cas仙后","33,θ Cas",4.34,1944,閣道四,
天江,,-25.645354,31 Oph,83566,256.181331,31 Oph蛇夫,31 Oph,6.599999905,1086,天江增十一,
參旗,,15.597232,15 Ori,24010,77.424813,15 Ori獵戶,15 Ori,4.809999943,2430,參旗增五,
天江,b Oph,-24.17531,44 Oph,85340,261.592567,"44,b Oph蛇夫","44,b Oph",4.16,1075,天江四,
天囷,ν Cet,5.593246,78 Cet,12093,38.968634,"78,ν Cet鯨魚","78,ν Cet",4.87,2164,天囷七,
角宿,,-6.837381,88 Vir,67355,207.074942,88 Vir室女,88 Vir,6.570000172,790,角宿增六,
華蓋,,73.04004,40 Cas,7650,24.628823,40 Cas仙后,40 Cas,5.28,89,華蓋二,
司非,,10.839286,18 Del,103527,314.60806,18 Del海豚,18 Del,5.510000229,1484,司非增二,
天紀,,31.701674,53 Her,82587,253.241908,53 Her武仙,53 Her,5.340000153,730,天紀增十一,
鶴,δ2 Gru,-43.749224,,111043,337.439306,δ2 Gru天鶴,δ2 Gru,4.12,3189,鶴十一,
飛魚,γ2 Vol,-70.498932,,34481,107.186941,γ2 Vol飛魚,γ2 Vol,3.78,3226,飛魚二,
天桴,,0.273628,58 Aql,97980,298.686654,58 Aql天鷹,58 Aql,5.6,1219,天桴三,
火鳥,α Phe,-42.305982,,2081,6.571046,α Phe鳳凰,α Phe,2.4,3198,火鳥六,Ankaa
天槍,,49.458167,13 Boo,69068,212.072094,13 Boo牧夫,13 Boo,5.260000229,180,天槍增一,
氐宿,,-11.15476,17 Lib,73249,224.555882,17 Lib天秤,17 Lib,6.610000134,961,氐宿增卅,
狗,,-24.412104,48 Sgr,95486,291.343094,48 Sgr人馬,48 Sgr,7.269999981,1169,狗增五,
七公,,48.928343,42 Her,81497,249.686855,42 Her武仙,42 Her,4.86,760,七公一,
軒轅,π Leo,8.044223,29 Leo,49029,150.053361,"29,π Leo獅子","29,π Leo",4.679999828,2998,軒轅增卅八,
參旗,π5 Ori,2.440672,8 Ori,22797,73.562902,"8,π5 Ori獵戶","8,π5 Ori",3.71,2424,參旗八,
天苑,,-23.606012,6 Eri,13835,44.523891,6 Eri波江,6 Eri,5.820000172,2273,天苑增五,
天淵,θ1 Sgr,-35.276305,,98412,299.934078,θ1 Sgr人馬,θ1 Sgr,4.369999886,1183,天淵增二,
軒轅,,4.34365,4 Sex,48273,147.625338,4 Sex六分儀,4 Sex,6.239999771,3008,軒轅增四八,
帛度,,16.750919,93 Her,88128,270.014234,93 Her武仙,93 Her,4.670000076,603,帛度增三,
座旗,,38.869157,59 Aur,33041,103.255876,59 Aur御夫,59 Aur,6.1,2494,座旗九,
大陵,ω Per,39.611582,28 Per,14817,47.822423,"28,ω Per英仙","28,ω Per",4.610000134,2128,大陵增廿一,
太微左垣,,10.81831,71 Vir,65790,202.304168,71 Vir室女,71 Vir,5.650000095,415,東上將增二,
五車,,39.394701,5 Aur,23261,75.076413,5 Aur御夫,5 Aur,5.949999809,2351,五車增五,
奎宿,,19.578702,59 Psc,3685,11.806779,59 Psc雙魚,59 Psc,6.110000134,1899,奎宿增四,
天廚,σ Dra,69.661175,61 Dra,96100,293.089962,"61,σ Dra天龍","61,σ Dra",4.67,323,天廚二,
大陵,τ Per,52.762479,18 Per,13531,43.564419,"18,τ Per英仙","18,τ Per",3.930000067,2118,大陵增十一,
金魚,ν Dor,-68.843409,,29134,92.184424,ν Dor劍魚,ν Dor,5.06,3215,金魚五,
咸池,ρ Aur,41.804573,20 Aur,25048,80.451732,"20,ρ Aur御夫","20,ρ Aur",5.22,2375,咸池一,
天津,,32.190172,39 Cyg,100587,305.965086,39 Cyg天鵝,39 Cyg,4.429999828,1397,天津增十五,
柱,a Cen,-39.511819,,70300,215.759329,a Cen半人馬,a Cen,4.41,859,柱五,
雲雨,,2.930384,22 Psc,117683,357.990995,22 Psc雙魚,22 Psc,5.590000153,1877,雲雨增八,
弧矢,ρ PuP,-24.304324,15 PuP,39757,121.886037,"15,ρ PuP船尾","15,ρ PuP",2.829999924,2789,弧矢增卅二,
天市左垣,,28.407499,78 Her,85790,262.956581,78 Her武仙,78 Her,5.659999847,671,趙增一,
水府,,14.171787,137 Tau,27743,88.092882,137 Tau金牛,137 Tau,5.599999905,2622,水府增五,
郎位,,20.896109,20 Com,60957,187.430163,20 Com后髮,20 Com,5.68,433,郎位十三,
壘壁陣,κ Cap,-18.866323,43 Cap,107188,325.664613,"43,κ Cap摩羯","43,κ Cap",4.72,1731,壘壁陣一,
天鉤,,64.871855,6 Cep,105268,319.842584,6 Cep仙王,6 Cep,5.190000057,1638,天鉤增六,
鈇鉞,i1 Aqr,-18.276938,106 Aqr,117089,356.05033,"106,i1 Aqr寶瓶","106,i1 Aqr",5.24,1799,鈇鉞二,
氐宿,μ Lib,-14.149022,7 Lib,72489,222.329381,"7,μ Lib天秤","7,μ Lib",5.320000172,936,氐宿增五,
三角形,δ TrA,-63.685682,,79664,243.859462,δ TrA南三角,δ TrA,3.859999895,3122,三角形增一,
壁宿,,18.211963,87 Peg,729,2.260103,87 Peg飛馬,87 Peg,5.570000172,1829,壁宿增十八,
相,,53.434626,,59708,183.680874,,,6.179999828,191,相增一,
八穀,,64.15469,19 Cam,26408,84.31279,19 Cam鹿豹,19 Cam,6.150000095,289,八穀增十五,
南河,δ2 CMi,3.290379,8 CMi,36723,113.298608,"8,δ2 CMi小犬","8,δ2 CMi",5.590000153,2683,南河增四,
天錢,θ PsA,-30.898304,10 PsA,107608,326.933958,"10,θ PsA南魚","10,θ PsA",5.02,1554,天錢二,
參旗,,2.508225,5 Ori,22730,73.344886,5 Ori獵戶,5 Ori,5.329999924,2436,參旗增十一,
女史,ψ2 Dra,72.005127,34 Dra,87728,268.796471,"34,ψ2 Dra天龍","34,ψ2 Dra",5.43,47,女史,
附白,γ Hyi,-74.238962,,17678,56.809755,γ Hyi水蛇,γ Hyi,3.26,3207,附白一,
九州殊口,,-8.794317,55 Eri,21986,70.89477,55 Eri波江,55 Eri,5.98,2405,九州殊口六,
五諸侯,,21.244943,35 Com,62886,193.323934,35 Com后髮,35 Com,4.889999866,363,五諸侯增二,
鬼宿,,19.590063,35 Cnc,42133,128.831023,35 Cnc巨蟹,35 Cnc,6.550000191,2794,鬼宿增一,
靈台,VY Leo,6.185371,56 Leo,53449,164.006124,"56,VY Leo獅子","56,VY Leo",5.909999847,502,靈台增一,
右攝提,η Boo,18.397717,8 Boo,67927,208.671161,"8,η Boo牧夫","8,η Boo",2.68,893,右攝提一,Muphrid
八穀,,56.386067,9 Lyn,31526,99.00927,9 Lyn天貓,9 Lyn,6.559999943,307,八穀增卅三,
離瑜,,-32.341618,,104174,316.602824,,,5.199999809,1500,離瑜增二,
紫微右垣,α Cam,66.342678,9 Cam,22783,73.512547,"9,α Cam鹿豹","9,α Cam",4.26,110,六 少衛,
壁宿,,31.325277,72 Peg,116310,353.488282,72 Peg飛馬,72 Peg,4.96999979,1813,壁宿增二,
天紀,θ Her,37.250539,91 Her,87808,269.063252,"91,θ Her武仙","91,θ Her",3.86,719,天紀九,
天柱,,76.560502,59 Dra,94083,287.291159,59 Dra天龍,59 Dra,5.110000134,36,天柱增一,
長垣,,4.645358,32 Sex六,51592,158.077063,32 Sex六分儀,32 Sex六,7.090000153,492,長垣增三,
八穀,,61.948907,21 Cam,26700,85.120824,21 Cam鹿豹,21 Cam,6.860000134,290,八穀增十六,
昴宿,,24.367749,20 Tau,17573,56.456694,20 Tau金牛,20 Tau,3.87,2195,昴宿四,Maia
爟,ω2 Cnc,25.089465,4 Cnc,39263,120.432325,"4,ω2 Cnc巨蟹","4,ω2 Cnc",6.320000172,2823,爟增一,
天市左垣,,24.912774,,95492,291.357323,,,6.190000057,688,齊增七,
離宮,,20.828716,65 Peg,115407,350.668801,65 Peg飛馬,65 Peg,6.28000021,1671,離宮增六,
九斿,,-24.388151,,23554,75.971966,,,5.610000134,2453,九斿增七,
天苑,τ3 Eri,-23.624472,11 Eri,14146,45.597917,"11,τ3 Eri波江","11,τ3 Eri",4.08,2262,天苑十,
北斗,γ UMa,53.69476,64 UMa,58001,178.457698,"64,γ UMa大熊","64,γ UMa",2.41,152,三 天璣,Phad
天倉,,-15.400183,50 Cet,7450,23.995703,50 Cet鯨魚,50 Cet,5.409999847,2076,天倉增十七,
七公,φ Boo,40.353433,54 Boo,76534,234.456655,"54,φ Boo牧夫","54,φ Boo",5.25,776,七公增十,
勾陳,,75.877563,19 UMi,79280,242.706355,19 UMi小熊,19 UMi,5.480000019,27,勾陳增八,
天棓,,61.874554,26 Dra,86036,263.748308,26 Dra天龍,26 Dra,5.230000019,344,天棓增十,
軒轅,g Leo,24.395369,22 Leo,48390,147.970992,"22,g Leo獅子","22,g Leo",5.289999962,2988,軒轅增廿八,
北斗,,56.920843,40 UMa,52650,161.499461,40 UMa大熊,40 UMa,7.110000134,165,天璇增六,
五帝座,,15.413269,85 Leo,56080,172.424356,85 Leo獅子,85 Leo,5.739999771,351,五帝座增二,
天街,κ2 Tau,22.199998,67 Tau,20641,66.354231,"67,κ2 Tau金牛","67,κ2 Tau",5.27,2318,天街一,
軒轅,,13.066239,23 Leo,48324,147.758269,23 Leo獅子,23 Leo,6.449999809,3003,軒轅增四三,
三台,,44.295571,,48991,149.930477,,,10.02999973,466,中台增一,
羽林軍,,-11.616514,74 Aqr,113031,343.369604,74 Aqr寶瓶,74 Aqr,5.8,1773,羽林軍廿三,
內平,,29.310501,23 LMi,50303,154.060132,23 LMi小獅,23 LMi,5.489999771,3033,內平增十,
天牢,,40.430257,47 UMa,53721,164.866557,47 UMa大熊,47 UMa,5.03,204,天牢三,
天津,,37.116798,70 Cyg,105942,321.839025,70 Cyg天鵝,70 Cyg,5.300000191,1409,天津增廿七,
斗,ω Her,14.03327,24 Her,80463,246.353972,"24,ω Her武仙","24,ω Her",4.570000172,545,斗增一,
天廄,θ And,38.681636,24 And,1366,4.272909,"24,θ And仙女","24,θ And",4.61,1835,天廄一,
進賢,k Vir,-3.811926,44 Vir,63414,194.914655,"44,k Vir室女","44,k Vir",5.789999962,817,進賢增二,
參宿,β Mon,-7.033062,11 Mon,30867,97.204458,"11,β Mon麒麟","11,β Mon",3.75999999,2538,參宿增廿六,
狗,h2 Sgr,-24.883623,52 Sgr,96465,294.176805,"52,h2 Sgr人馬","52,h2 Sgr",4.59,1163,狗一,
建,,-21.921527,31 Sgr,92602,283.034896,31 Sgr人馬,31 Sgr,6.579999924,1151,建增四,
天田,σ Vir,5.469869,60 Vir,64852,199.401178,"60,σ Vir室女","60,σ Vir",4.78000021,805,天田增一,
軒轅,,8.933157,,48734,149.108235,,,5.849999905,3000,軒轅增四十,
孔雀,ζ Pav,-71.428113,,91792,280.7589,ζ Pav孔雀,ζ Pav,4.01,3142,孔雀八,
參宿,σ Ori,-2.600069,48 Ori,26549,84.686533,"48,σ Ori獵戶","48,σ Ori",3.769999981,2513,參宿增一,
左旗,,19.798365,4 Vul,95498,291.369181,4 Vul狐狸,4 Vul,5.139999866,1268,左旗增四,
狗,χ1 Sgr,-24.508575,47 Sgr,95477,291.318714,"47,χ1 Sgr人馬","47,χ1 Sgr",5.02,1164,狗二,
外廚,ζ Mon,-2.983786,29 Mon,39863,122.148533,"29,ζ Mon麒麟","29,ζ Mon",4.360000134,2840,外廚增一,
外廚,,-3.987479,2 Hya,41375,126.613369,2 Hya長蛇,2 Hya,5.6,2834,外廚一,
闕丘,,2.412159,18 Mon,32578,101.965205,18 Mon麒麟,18 Mon,4.48,2703,闕丘一,
內廚,,62.713039,76 UMa,61936,190.391294,76 UMa大熊,76 UMa,6.019999981,149,內廚增二,
內屏,,8.245895,4 Vir,57562,176.978752,4 Vir室女,4 Vir,5.309999943,389,內屏增二,
天籥,,-23.841602,,85703,262.706656,,,7.389999866,1123,天籥增一,
星宿,,-11.974853,26 Hya,45751,139.943259,26 Hya長蛇,26 Hya,4.77,2912,星宿六,
爟,,24.144934,28 Cnc,41574,127.153247,28 Cnc巨蟹,28 Cnc,6.050000191,2832,爟增十,
